TO REVIEW COLLECTED DATA FROM DM01DB01 - CCBS DATABASE - VKTM PRIORITY 



F S UID        PID  PPID  C PRI  NI ADDR SZ WCHAN  STIME TTY          TIME CMD
0 S oracle   14091     1  0  75   0 - 10556262 ?   Sep06 ?        00:13:16 ora_dbw2_ccbs1
0 S oracle   14093     1  0  75   0 - 10550602 ?   Sep06 ?        00:18:50 ora_lgwr_ccbs1
0 S oracle   14095     1  0  75   0 - 10547276 ?   Sep06 ?        00:02:48 ora_ckpt_ccbs1
0 S oracle   14097     1  0  75   0 - 10546149 ?   Sep06 ?        00:07:34 ora_smon_ccbs1
0 S oracle   14099     1  0  75   0 - 10544608 ?   Sep06 ?        00:00:00 ora_reco_ccbs1
0 S oracle   14101     1  0  75   0 - 10544501 ?   Sep06 ?        00:00:00 ora_rbal_ccbs1
0 S oracle   14103     1  0  78   0 - 10544804 pipe_w Sep06 ?     00:00:20 ora_asmb_ccbs1
0 S oracle   14105     1  0  75   0 - 10546499 ?   Sep06 ?        00:00:28 ora_mmon_ccbs1
0 S oracle   14107     1  0  75   0 - 10544657 ?   Sep06 ?        00:00:53 ora_mmnl_ccbs1
0 S oracle   14109     1  0  76   0 - 124001 ?     Sep06 ?        00:00:15 oracle+ASM1_asmb_ccbs1 (DESCRIPTION=(LOCAL=YES)(ADDRESS=(PROTOCOL=beq)))
0 S oracle   14111     1  0  78   0 - 10546163 ?   Sep06 ?        00:00:00 ora_mark_ccbs1
0 S oracle   14117     1  0  75   0 - 10545010 ?   Sep06 ?        00:00:59 ora_lck0_ccbs1
0 S oracle   14119     1  0  75   0 - 10545726 ?   Sep06 ?        00:00:00 ora_rsmn_ccbs1
0 S oracle   14443     1  0  75   0 - 10568892 ?   Sep06 ?        00:00:05 ora_arc0_ccbs1
0 S oracle   14447     1  0  75   0 - 10556449 ?   Sep06 ?        00:00:06 ora_arc1_ccbs1
0 S oracle   14449     1  0  75   0 - 10568909 ?   Sep06 ?        00:00:05 ora_arc2_ccbs1
0 S oracle   14451     1  0  75   0 - 10568896 ?   Sep06 ?        00:00:05 ora_arc3_ccbs1
0 S oracle   14453     1  0  75   0 - 10568895 ?   Sep06 ?        00:00:04 ora_arc4_ccbs1
0 S oracle   14455     1  0  75   0 - 10568881 ?   Sep06 ?        00:00:06 ora_arc5_ccbs1
0 S oracle   14457     1  0  75   0 - 10568896 ?   Sep06 ?        00:00:06 ora_arc6_ccbs1
0 S oracle   14459     1  0  75   0 - 10568888 ?   Sep06 ?        00:00:05 ora_arc7_ccbs1
0 S oracle   14461     1  0  75   0 - 10568888 ?   Sep06 ?        00:00:06 ora_arc8_ccbs1
0 S oracle   14463     1  0  75   0 - 10568893 ?   Sep06 ?        00:00:07 ora_arc9_ccbs1
0 S oracle   14465     1  0  75   0 - 10568894 ?   Sep06 ?        00:00:05 ora_arca_ccbs1
0 S oracle   14467     1  0  75   0 - 10568889 ?   Sep06 ?        00:00:06 ora_arcb_ccbs1
0 S oracle   14469     1  0  75   0 - 10568889 ?   Sep06 ?        00:00:04 ora_arcc_ccbs1
0 S oracle   14471     1  0  75   0 - 10568888 ?   Sep06 ?        00:00:05 ora_arcd_ccbs1
0 S oracle   14473     1  0  75   0 - 10568908 ?   Sep06 ?        00:00:05 ora_arce_ccbs1
0 S oracle   14475     1  0  75   0 - 10568890 ?   Sep06 ?        00:00:05 ora_arcf_ccbs1
0 S oracle   14477     1  0  75   0 - 10568891 ?   Sep06 ?        00:00:06 ora_arcg_ccbs1
0 S oracle   14479     1  0  75   0 - 10568892 ?   Sep06 ?        00:00:05 ora_arch_ccbs1
0 S oracle   14481     1  0  75   0 - 10568890 ?   Sep06 ?        00:00:06 ora_arci_ccbs1
0 S oracle   14483     1  0  75   0 - 10568889 ?   Sep06 ?        00:00:05 ora_arcj_ccbs1
0 S oracle   14485     1  0  75   0 - 10568894 ?   Sep06 ?        00:00:05 ora_arck_ccbs1
0 S oracle   14487     1  0  75   0 - 10568894 ?   Sep06 ?        00:00:06 ora_arcl_ccbs1
0 S oracle   14489     1  0  75   0 - 10568913 ?   Sep06 ?        00:00:05 ora_arcm_ccbs1
0 S oracle   14491     1  0  75   0 - 10568907 ?   Sep06 ?        00:00:06 ora_arcn_ccbs1
0 S oracle   14493     1  0  75   0 - 10568895 ?   Sep06 ?        00:00:05 ora_arco_ccbs1
0 S oracle   14495     1  0  75   0 - 10568897 ?   Sep06 ?        00:00:05 ora_arcp_ccbs1
0 S oracle   14497     1  0  75   0 - 10568889 ?   Sep06 ?        00:00:04 ora_arcq_ccbs1
0 S oracle   14499     1  0  75   0 - 10568888 ?   Sep06 ?        00:00:04 ora_arcr_ccbs1
0 S oracle   14501     1  0  75   0 - 10568907 ?   Sep06 ?        00:00:05 ora_arcs_ccbs1
0 S oracle   14503     1  0  75   0 - 10568889 ?   Sep06 ?        00:00:05 ora_arct_ccbs1
0 S oracle   14519     1  0  75   0 - 10545204 ?   10:37 ?        00:00:00 ora_pz99_ccbs1
0 S oracle   14543     1  0  75   0 - 10544222 ?   Sep06 ?        00:00:00 ora_gtx0_ccbs1
0 S oracle   14545     1  0  75   0 - 10544455 ?   Sep06 ?        00:00:00 ora_rcbg_ccbs1
0 S oracle   14551     1  0  75   0 - 10544222 ?   Sep06 ?        00:00:00 ora_qmnc_ccbs1
0 S oracle   14584     1  0  75   0 - 10547138 ?   Sep06 ?        00:00:11 ora_cjq0_ccbs1
0 S oracle   14739     1  0  78   0 - 10544312 ?   Sep06 ?        00:00:00 ora_q001_ccbs1
0 S oracle   14844     1  0  75   0 - 10544438 ?   09:03 ?        00:00:00 ora_q002_ccbs1
0 S oracle   18321     1  0  75   0 - 10544222 ?   Sep06 ?        00:00:00 ora_smco_ccbs1
0 S oracle   23935     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p000_ccbs1
0 S oracle   23937     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p001_ccbs1
0 S oracle   23939     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p002_ccbs1
0 S oracle   23941     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p003_ccbs1
0 S oracle   23943     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p004_ccbs1
0 S oracle   23945     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p005_ccbs1
0 S oracle   23947     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p006_ccbs1
0 S oracle   23949     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p007_ccbs1
0 S oracle   23951     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p008_ccbs1
0 S oracle   23953     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p009_ccbs1
0 S oracle   23955     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p010_ccbs1
0 S oracle   23957     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p011_ccbs1
0 S oracle   23959     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p012_ccbs1
0 S oracle   23961     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p013_ccbs1
0 S oracle   23963     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p014_ccbs1
0 S oracle   23965     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p015_ccbs1
0 S oracle   23967     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p016_ccbs1
0 S oracle   23981     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p017_ccbs1
0 S oracle   23984     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p018_ccbs1
0 S oracle   23986     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p019_ccbs1
0 S oracle   23988     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p020_ccbs1
0 S oracle   24022     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p021_ccbs1
0 S oracle   24026     1  0  75   0 - 10545464 ?   10:52 ?        00:00:00 ora_p022_ccbs1
0 S oracle   24028     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p023_ccbs1
0 S oracle   24030     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p024_ccbs1
0 S oracle   24032     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p025_ccbs1
0 S oracle   24034     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p026_ccbs1
0 S oracle   24036     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p027_ccbs1
0 S oracle   24040     1  0  75   0 - 10545465 ?   10:52 ?        00:00:00 ora_p028_ccbs1
0 S oracle   24042     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p029_ccbs1
0 S oracle   24044     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p030_ccbs1
0 S oracle   24046     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p031_ccbs1
0 S oracle   24048     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p032_ccbs1
0 S oracle   24050     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p033_ccbs1
0 S oracle   24052     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p034_ccbs1
0 S oracle   24054     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p035_ccbs1
0 S oracle   24060     1  0  75   0 - 10545467 ?   10:52 ?        00:00:00 ora_p036_ccbs1
0 S oracle   24071     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p037_ccbs1
0 S oracle   24073     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p038_ccbs1
0 S oracle   24075     1  0  75   0 - 10545466 ?   10:52 ?        00:00:00 ora_p039_ccbs1
0 S oracle   24077     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p040_ccbs1
0 S oracle   24079     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p041_ccbs1
0 S oracle   24081     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p042_ccbs1
0 S oracle   24083     1  0  75   0 - 10545730 ?   10:52 ?        00:00:00 ora_p043_ccbs1
0 S oracle   24085     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p044_ccbs1
0 S oracle   24087     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p045_ccbs1
0 S oracle   24089     1  0  75   0 - 10545463 ?   10:52 ?        00:00:00 ora_p046_ccbs1
0 S oracle   24091     1  0  75   0 - 10545464 ?   10:52 ?        00:00:00 ora_p047_ccbs1
0 S oracle   24279     1  0  75   0 - 10546489 ?   10:52 ?        00:00:01 ora_p048_ccbs1
0 S oracle   24289     1  0  75   0 - 10546233 ?   10:52 ?        00:00:01 ora_p049_ccbs1
0 S oracle   24296     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p050_ccbs1
0 S oracle   24298     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p051_ccbs1
0 S oracle   24300     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p052_ccbs1
0 S oracle   24302     1  0  75   0 - 10546489 ?   10:52 ?        00:00:00 ora_p053_ccbs1
0 S oracle   24304     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p054_ccbs1
0 S oracle   24306     1  0  75   0 - 10546237 ?   10:52 ?        00:00:01 ora_p055_ccbs1
0 S oracle   24309     1  0  75   0 - 10546756 ?   10:52 ?        00:00:00 ora_p056_ccbs1
0 S oracle   24313     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p057_ccbs1
0 S oracle   24315     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p058_ccbs1
0 S oracle   24317     1  0  75   0 - 10546234 ?   10:52 ?        00:00:00 ora_p059_ccbs1
0 S oracle   24319     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p060_ccbs1
0 S oracle   24321     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p061_ccbs1
0 S oracle   24323     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p062_ccbs1
0 S oracle   24325     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p063_ccbs1
0 S oracle   24327     1  0  75   0 - 10546489 ?   10:52 ?        00:00:00 ora_p064_ccbs1
0 S oracle   24329     1  0  75   0 - 10546238 ?   10:52 ?        00:00:01 ora_p065_ccbs1
0 S oracle   24331     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p066_ccbs1
0 S oracle   24333     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p067_ccbs1
0 S oracle   24367     1  0  75   0 - 10546233 ?   10:52 ?        00:00:01 ora_p068_ccbs1
0 S oracle   24373     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p069_ccbs1
0 S oracle   24384     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p070_ccbs1
0 S oracle   24386     1  0  75   0 - 10546233 ?   10:52 ?        00:00:01 ora_p071_ccbs1
0 S oracle   24388     1  0  75   0 - 10546236 ?   10:52 ?        00:00:01 ora_p072_ccbs1
0 S oracle   24390     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p073_ccbs1
0 S oracle   24392     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p074_ccbs1
0 S oracle   24394     1  0  75   0 - 10546489 ?   10:52 ?        00:00:00 ora_p075_ccbs1
0 S oracle   24398     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p076_ccbs1
0 S oracle   24400     1  0  75   0 - 10546233 ?   10:52 ?        00:00:01 ora_p077_ccbs1
0 S oracle   24402     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p078_ccbs1
0 S oracle   24404     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p079_ccbs1
0 S oracle   24406     1  0  75   0 - 10546489 ?   10:52 ?        00:00:01 ora_p080_ccbs1
0 S oracle   24408     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p081_ccbs1
0 S oracle   24410     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p082_ccbs1
0 S oracle   24412     1  0  75   0 - 10546233 ?   10:52 ?        00:00:01 ora_p083_ccbs1
0 S oracle   24414     1  0  75   0 - 10546489 ?   10:52 ?        00:00:00 ora_p084_ccbs1
0 S oracle   24416     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p085_ccbs1
0 S oracle   24418     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p086_ccbs1
0 S oracle   24421     1  0  75   0 - 10546489 ?   10:52 ?        00:00:00 ora_p087_ccbs1
0 S oracle   24423     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p088_ccbs1
0 S oracle   24425     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p089_ccbs1
0 S oracle   24427     1  0  75   0 - 10546489 ?   10:52 ?        00:00:01 ora_p090_ccbs1
0 S oracle   24461     1  0  75   0 - 10546233 ?   10:52 ?        00:00:01 ora_p091_ccbs1
0 S oracle   24465     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p092_ccbs1
0 S oracle   24481     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p093_ccbs1
0 S oracle   24484     1  0  75   0 - 10546234 ?   10:52 ?        00:00:01 ora_p094_ccbs1
0 S oracle   24487     1  0  75   0 - 10546233 ?   10:52 ?        00:00:00 ora_p095_ccbs1
0 S oracle   25500     1  0  75   0 - 10544811 ?   09:58 ?        00:00:00 ora_w003_ccbs1
0 S oracle   29419     1  0  75   0 - 10544665 ?   Sep09 ?        00:00:00 ora_o008_ccbs1
0 S oracle   29425     1  0  76   0 - 124436 pipe_w Sep09 ?       00:00:02 oracle+ASM1_o008_ccbs1 (DESCRIPTION=(LOCAL=YES)(ADDRESS=(PROTOCOL=beq)))
0 S oracle   30192     1  0  75   0 - 10544221 ?   10:55 ?        00:00:00 ora_w002_ccbs1
TO REVIEW COLLECTED DATA FROM DM01DB01 - FSDB DATABASE - VKTM PRIORITY 



F S UID        PID  PPID  C PRI  NI ADDR SZ WCHAN  STIME TTY          TIME CMD
0 S oracle    4916     1  0  75   0 - 2160090 ?    10:31 ?        00:00:00 ora_pz99_fsdb1
0 S oracle   12307     1  0  75   0 - 2159805 ?    Sep06 ?        00:00:00 ora_pmon_fsdb1
0 S oracle   12309     1  0  75   0 - 2159251 ?    Sep06 ?        00:00:00 ora_psp0_fsdb1
0 S oracle   12311     1  0  58   - - 2159135 ?    Sep06 ?        00:00:00 ora_vktm_fsdb1
0 S oracle   12315     1  0  75   0 - 2159485 ?    Sep06 ?        00:00:00 ora_gen0_fsdb1
0 S oracle   12317     1  0  75   0 - 2160674 ?    Sep06 ?        00:00:00 ora_diag_fsdb1
0 S oracle   12319     1  0  75   0 - 2159529 ?    Sep06 ?        00:00:00 ora_dbrm_fsdb1
0 S oracle   12321     1  0  75   0 - 2159135 ?    Sep06 ?        00:00:02 ora_ping_fsdb1
0 S oracle   12323     1  0  75   0 - 2159135 ?    Sep06 ?        00:00:00 ora_acms_fsdb1
0 S oracle   12325     1  0  75   0 - 2159359 ?    Sep06 ?        00:00:00 ora_dskm_fsdb1
0 S oracle   12327     1  0  75   0 - 2162994 ?    Sep06 ?        00:04:54 ora_dia0_fsdb1
0 S oracle   12329     1  0  75   0 - 2162268 ?    Sep06 ?        00:01:53 ora_lmon_fsdb1
0 S oracle   12331     1  0  75   0 - 2163147 ?    Sep06 ?        00:00:29 ora_lmd0_fsdb1
0 S oracle   12334     1  0  58   - - 2162847 ?    Sep06 ?        00:00:08 ora_lms0_fsdb1
0 S oracle   12338     1  0  58   - - 2162847 ?    Sep06 ?        00:00:09 ora_lms1_fsdb1
0 S oracle   12342     1  0  75   0 - 2159135 ?    Sep06 ?        00:00:00 ora_rms0_fsdb1
0 S oracle   12344     1  0  75   0 - 2159282 ?    Sep06 ?        00:00:00 ora_lmhb_fsdb1
0 S oracle   12346     1  0  75   0 - 2159135 ?    Sep06 ?        00:00:00 ora_mman_fsdb1
0 S oracle   12348     1  0  75   0 - 2162890 ?    Sep06 ?        00:00:02 ora_dbw0_fsdb1
0 S oracle   12350     1  0  75   0 - 2163594 ?    Sep06 ?        00:00:03 ora_dbw1_fsdb1
0 S oracle   12352     1  0  75   0 - 2163243 ?    Sep06 ?        00:00:03 ora_dbw2_fsdb1
0 S oracle   12354     1  0  75   0 - 2165447 ?    Sep06 ?        00:00:02 ora_lgwr_fsdb1
0 S oracle   12356     1  0  75   0 - 2160036 ?    Sep06 ?        00:00:22 ora_ckpt_fsdb1
0 S oracle   12358     1  0  75   0 - 2161017 ?    Sep06 ?        00:00:09 ora_smon_fsdb1
0 S oracle   12360     1  0  75   0 - 2159521 ?    Sep06 ?        00:00:00 ora_reco_fsdb1
0 S oracle   12362     1  0  75   0 - 2159414 ?    Sep06 ?        00:00:00 ora_rbal_fsdb1
0 S oracle   12364     1  0  78   0 - 2159717 pipe_w Sep06 ?      00:00:13 ora_asmb_fsdb1
0 S oracle   12366     1  0  75   0 - 2160902 ?    Sep06 ?        00:02:03 ora_mmon_fsdb1
0 S oracle   12368     1  0  75   0 - 2159570 ?    Sep06 ?        00:00:32 ora_mmnl_fsdb1
0 S oracle   12370     1  0  75   0 - 124002 ?     Sep06 ?        00:00:08 oracle+ASM1_asmb_fsdb1 (DESCRIPTION=(LOCAL=YES)(ADDRESS=(PROTOCOL=beq)))
0 S oracle   12372     1  0  78   0 - 2160693 ?    Sep06 ?        00:00:00 ora_d000_fsdb1
0 S oracle   12374     1  0  78   0 - 2159434 ?    Sep06 ?        00:00:00 ora_s000_fsdb1
0 S oracle   12376     1  0  75   0 - 2161076 ?    Sep06 ?        00:00:00 ora_mark_fsdb1
0 S oracle   12403     1  0  75   0 - 2159667 ?    Sep06 ?        00:00:52 ora_lck0_fsdb1
0 S oracle   12459     1  0  75   0 - 2160639 ?    Sep06 ?        00:00:00 ora_rsmn_fsdb1
0 S oracle   12560     1  0  78   0 - 2159135 ?    Sep06 ?        00:00:00 ora_gtx0_fsdb1
0 S oracle   12562     1  0  75   0 - 2159367 ?    Sep06 ?        00:00:00 ora_rcbg_fsdb1
0 S oracle   12566     1  0  75   0 - 2159135 ?    Sep06 ?        00:00:00 ora_qmnc_fsdb1
0 S oracle   12598     1  0  75   0 - 2163021 ?    Sep06 ?        00:00:09 ora_cjq0_fsdb1
0 S oracle   12679     1  0  75   0 - 2159224 ?    Sep06 ?        00:00:00 ora_q001_fsdb1
0 S oracle   15578     1  0  75   0 - 2159224 ?    09:04 ?        00:00:00 ora_q002_fsdb1
0 S oracle   16731     1  0  75   0 - 2159135 ?    Sep06 ?        00:00:00 ora_smco_fsdb1
0 S oracle   29826     1  0  78   0 - 2159224 ?    10:43 ?        00:00:00 ora_w000_fsdb1
0 S oracle   30185     1  0  75   0 - 2159223 ?    10:43 ?        00:00:00 ora_q000_fsdb1
