   1 | 12/13/2011 | 02:00:32 | System ACPI Power State #0x26 | S5/G2: soft-off | Asserted
  31 | 01/05/2012 | 16:32:40 | System Firmware Progress | Management controller initialization | Asserted
  32 | 01/05/2012 | 16:32:40 | System Firmware Progress | Secondary CPU Initialization | Asserted
  33 | 01/05/2012 | 16:32:53 | System Firmware Progress | Video initialization | Asserted
  34 | 01/05/2012 | 16:33:00 | System Firmware Progress | Keyboard controller initialization | Asserted
  35 | 01/05/2012 | 16:33:11 | System Firmware Progress | Option ROM initialization | Asserted
  36 | 01/05/2012 | 16:33:15 | System Firmware Progress | Option ROM initialization | Asserted
  37 | 01/05/2012 | 16:33:34 | System Firmware Progress | System boot initiated | Asserted
  38 | 01/06/2012 | 11:52:37 | System Boot Initiated | Initiated by warm reset | Asserted
  39 | 01/06/2012 | 11:52:38 | System Firmware Progress | Memory initialization | Asserted
  3a | 01/06/2012 | 11:52:38 | System Firmware Progress | Primary CPU initialization | Asserted
  3b | 01/06/2012 | 11:53:16 | System Firmware Progress | Management controller initialization | Asserted
  3c | 01/06/2012 | 11:53:16 | System Firmware Progress | Secondary CPU Initialization | Asserted
  3d | 01/06/2012 | 11:53:26 | System Firmware Progress | Video initialization | Asserted
  3e | 01/06/2012 | 11:53:32 | System Firmware Progress | Keyboard controller initialization | Asserted
  3f | 01/06/2012 | 11:53:44 | System Firmware Progress | Option ROM initialization | Asserted
  40 | 01/06/2012 | 11:53:47 | System Firmware Progress | Option ROM initialization | Asserted
  41 | 01/06/2012 | 11:54:06 | System Firmware Progress | System boot initiated | Asserted
  42 | 01/06/2012 | 12:41:18 | System Boot Initiated | Initiated by warm reset | Asserted
  43 | 01/06/2012 | 12:41:18 | System Firmware Progress | Memory initialization | Asserted
  44 | 01/06/2012 | 12:41:18 | System Firmware Progress | Primary CPU initialization | Asserted
  45 | 01/06/2012 | 12:41:56 | System Firmware Progress | Management controller initialization | Asserted
  46 | 01/06/2012 | 12:41:56 | System Firmware Progress | Secondary CPU Initialization | Asserted
  47 | 01/06/2012 | 12:42:05 | System Firmware Progress | Video initialization | Asserted
  48 | 01/06/2012 | 12:42:12 | System Firmware Progress | Keyboard controller initialization | Asserted
  49 | 01/06/2012 | 12:42:24 | System Firmware Progress | Option ROM initialization | Asserted
  4a | 01/06/2012 | 12:42:27 | System Firmware Progress | Option ROM initialization | Asserted
  4b | 01/06/2012 | 12:42:46 | System Firmware Progress | System boot initiated | Asserted
  4c | 01/06/2012 | 16:16:22 | System Boot Initiated | Initiated by warm reset | Asserted
  4d | 01/06/2012 | 16:16:22 | System Firmware Progress | Memory initialization | Asserted
  4e | 01/06/2012 | 16:16:22 | System Firmware Progress | Primary CPU initialization | Asserted
  4f | 01/06/2012 | 16:17:00 | System Firmware Progress | Management controller initialization | Asserted
  50 | 01/06/2012 | 16:17:00 | System Firmware Progress | Secondary CPU Initialization | Asserted
  51 | 01/06/2012 | 16:17:10 | System Firmware Progress | Video initialization | Asserted
  52 | 01/06/2012 | 16:17:17 | System Firmware Progress | Keyboard controller initialization | Asserted
  53 | 01/06/2012 | 16:17:28 | System Firmware Progress | Option ROM initialization | Asserted
  54 | 01/06/2012 | 16:17:32 | System Firmware Progress | Option ROM initialization | Asserted
  55 | 01/06/2012 | 16:17:50 | System Firmware Progress | System boot initiated | Asserted
  56 | 01/09/2012 | 12:27:20 | System Boot Initiated | Initiated by warm reset | Asserted
  57 | 01/09/2012 | 12:27:20 | System Firmware Progress | Memory initialization | Asserted
  58 | 01/09/2012 | 12:27:20 | System Firmware Progress | Primary CPU initialization | Asserted
  59 | 01/09/2012 | 12:28:06 | System Firmware Progress | Management controller initialization | Asserted
  5a | 01/09/2012 | 12:28:06 | System Firmware Progress | Secondary CPU Initialization | Asserted
  5b | 01/09/2012 | 12:28:15 | System Firmware Progress | Video initialization | Asserted
  5c | 01/09/2012 | 12:28:22 | System Firmware Progress | Keyboard controller initialization | Asserted
  5d | 01/09/2012 | 12:28:34 | System Firmware Progress | Option ROM initialization | Asserted
  5e | 01/09/2012 | 12:28:37 | System Firmware Progress | Option ROM initialization | Asserted
  5f | 01/09/2012 | 12:28:56 | System Firmware Progress | System boot initiated | Asserted
  60 | 01/09/2012 | 14:30:19 | System Boot Initiated | Initiated by warm reset | Asserted
  61 | 01/09/2012 | 14:30:19 | System Firmware Progress | Memory initialization | Asserted
  62 | 01/09/2012 | 14:30:19 | System Firmware Progress | Primary CPU initialization | Asserted
  63 | 01/09/2012 | 14:31:05 | System Firmware Progress | Management controller initialization | Asserted
  64 | 01/09/2012 | 14:31:05 | System Firmware Progress | Secondary CPU Initialization | Asserted
  65 | 01/09/2012 | 14:31:15 | System Firmware Progress | Video initialization | Asserted
  66 | 01/09/2012 | 14:31:21 | System Firmware Progress | Keyboard controller initialization | Asserted
  67 | 01/09/2012 | 14:31:33 | System Firmware Progress | Option ROM initialization | Asserted
  68 | 01/09/2012 | 14:31:36 | System Firmware Progress | Option ROM initialization | Asserted
  69 | 01/09/2012 | 14:31:55 | System Firmware Progress | System boot initiated | Asserted
  6a | 01/12/2012 | 20:48:49 | System Boot Initiated | Initiated by warm reset | Asserted
  6b | 01/12/2012 | 20:48:49 | System Firmware Progress | Memory initialization | Asserted
  6c | 01/12/2012 | 20:48:50 | System Firmware Progress | Primary CPU initialization | Asserted
  6d | 01/12/2012 | 20:49:28 | System Firmware Progress | Management controller initialization | Asserted
  6e | 01/12/2012 | 20:49:28 | System Firmware Progress | Secondary CPU Initialization | Asserted
  6f | 01/12/2012 | 20:49:37 | System Firmware Progress | Video initialization | Asserted
  70 | 01/12/2012 | 20:49:44 | System Firmware Progress | Keyboard controller initialization | Asserted
  71 | 01/12/2012 | 20:49:56 | System Firmware Progress | Option ROM initialization | Asserted
  72 | 01/12/2012 | 20:49:59 | System Firmware Progress | Option ROM initialization | Asserted
  73 | 01/12/2012 | 20:50:18 | System Firmware Progress | System boot initiated | Asserted
  74 | 01/12/2012 | 21:28:57 | System Boot Initiated | Initiated by warm reset | Asserted
  75 | 01/12/2012 | 21:28:58 | System Firmware Progress | Memory initialization | Asserted
  76 | 01/12/2012 | 21:28:58 | System Firmware Progress | Primary CPU initialization | Asserted
  77 | 01/12/2012 | 21:29:36 | System Firmware Progress | Management controller initialization | Asserted
  78 | 01/12/2012 | 21:29:36 | System Firmware Progress | Secondary CPU Initialization | Asserted
  79 | 01/12/2012 | 21:29:45 | System Firmware Progress | Video initialization | Asserted
  7a | 01/12/2012 | 21:29:52 | System Firmware Progress | Keyboard controller initialization | Asserted
  7b | 01/12/2012 | 21:30:04 | System Firmware Progress | Option ROM initialization | Asserted
  7c | 01/12/2012 | 21:30:07 | System Firmware Progress | Option ROM initialization | Asserted
  7d | 01/12/2012 | 21:30:26 | System Firmware Progress | System boot initiated | Asserted
  7e | 01/18/2012 | 10:21:10 | System ACPI Power State #0x26 | S0/G0: working | Deasserted
  7f | 01/18/2012 | 10:21:10 | System ACPI Power State #0x26 | S5/G2: soft-off | Asserted
  80 | 01/19/2012 | 08:17:29 | Voltage #0x6d | Lower Critical going low 
  81 | 01/19/2012 | 08:17:34 | Voltage #0x6d | Lower Non-recoverable going low 
  82 | 02/03/2012 | 08:54:57 | System Boot Initiated | Initiated by hard reset | Asserted
  83 | 02/03/2012 | 08:54:57 | System Firmware Progress | Memory initialization | Asserted
  84 | 02/03/2012 | 08:54:57 | System Firmware Progress | Primary CPU initialization | Asserted
  85 | 02/03/2012 | 09:07:11 | Button | Power Button pressed | Asserted
  86 | 02/03/2012 | 09:07:13 | System Boot Initiated | Initiated by hard reset | Asserted
  87 | 02/03/2012 | 09:07:13 | System Firmware Progress | Memory initialization | Asserted
  88 | 02/03/2012 | 09:07:13 | System Firmware Progress | Primary CPU initialization | Asserted
  89 | 02/03/2012 | 09:07:16 | System Boot Initiated | Initiated by warm reset | Asserted
  8a | 02/03/2012 | 09:07:16 | System Firmware Progress | Memory initialization | Asserted
  8b | 02/03/2012 | 09:07:16 | System Firmware Progress | Primary CPU initialization | Asserted
  8c | 02/03/2012 | 09:07:17 | System Boot Initiated | Initiated by hard reset | Asserted
  8d | 02/03/2012 | 09:07:18 | System Firmware Progress | Memory initialization | Asserted
  8e | 02/03/2012 | 09:07:18 | System Firmware Progress | Primary CPU initialization | Asserted
  8f | 02/03/2012 | 09:07:20 | System ACPI Power State #0x26 | S0/G0: working | Asserted
  90 | 02/03/2012 | 09:07:20 | System ACPI Power State #0x26 | S5/G2: soft-off | Deasserted
  91 | 02/03/2012 | 09:07:20 | System Boot Initiated | Initiated by warm reset | Asserted
  92 | 02/03/2012 | 09:07:20 | System Firmware Progress | Memory initialization | Asserted
  93 | 02/03/2012 | 09:07:20 | System Firmware Progress | Primary CPU initialization | Asserted
  94 | 02/03/2012 | 09:07:58 | System Firmware Progress | Management controller initialization | Asserted
  95 | 02/03/2012 | 09:07:58 | System Firmware Progress | Secondary CPU Initialization | Asserted
  96 | 02/03/2012 | 09:08:08 | System Firmware Progress | Video initialization | Asserted
  97 | 02/03/2012 | 09:08:14 | System Firmware Progress | Keyboard controller initialization | Asserted
  98 | 02/03/2012 | 09:08:26 | System Firmware Progress | Option ROM initialization | Asserted
  99 | 02/03/2012 | 09:08:29 | System Firmware Progress | Option ROM initialization | Asserted
  9a | 02/03/2012 | 09:08:48 | System Firmware Progress | System boot initiated | Asserted
  9b | 02/07/2012 | 08:17:56 | System Boot Initiated | Initiated by warm reset | Asserted
  9c | 02/07/2012 | 08:17:56 | System Firmware Progress | Memory initialization | Asserted
  9d | 02/07/2012 | 08:17:56 | System Firmware Progress | Primary CPU initialization | Asserted
  9e | 02/07/2012 | 08:18:34 | System Firmware Progress | Management controller initialization | Asserted
  9f | 02/07/2012 | 08:18:34 | System Firmware Progress | Secondary CPU Initialization | Asserted
  a0 | 02/07/2012 | 08:18:44 | System Firmware Progress | Video initialization | Asserted
  a1 | 02/07/2012 | 08:18:51 | System Firmware Progress | Keyboard controller initialization | Asserted
  a2 | 02/07/2012 | 08:19:03 | System Firmware Progress | Option ROM initialization | Asserted
  a3 | 02/07/2012 | 08:19:06 | System Firmware Progress | Option ROM initialization | Asserted
  a4 | 02/07/2012 | 08:19:25 | System Firmware Progress | System boot initiated | Asserted
  a5 | 02/07/2012 | 10:32:15 | System ACPI Power State #0x26 | S0/G0: working | Deasserted
  a6 | 02/07/2012 | 10:32:15 | System ACPI Power State #0x26 | S5/G2: soft-off | Asserted
  a7 | 02/07/2012 | 15:44:59 | Button | Power Button pressed | Asserted
  a8 | 02/07/2012 | 15:45:01 | System Boot Initiated | Initiated by hard reset | Asserted
  a9 | 02/07/2012 | 15:45:01 | System Firmware Progress | Memory initialization | Asserted
  aa | 02/07/2012 | 15:45:01 | System Firmware Progress | Primary CPU initialization | Asserted
  ab | 02/07/2012 | 15:45:03 | System Boot Initiated | Initiated by warm reset | Asserted
  ac | 02/07/2012 | 15:45:04 | System Firmware Progress | Memory initialization | Asserted
  ad | 02/07/2012 | 15:45:04 | System Firmware Progress | Primary CPU initialization | Asserted
  ae | 02/07/2012 | 15:45:05 | System Boot Initiated | Initiated by warm reset | Asserted
  af | 02/07/2012 | 15:45:05 | System Firmware Progress | Memory initialization | Asserted
  b0 | 02/07/2012 | 15:45:05 | System Firmware Progress | Primary CPU initialization | Asserted
  b1 | 02/07/2012 | 15:45:07 | System ACPI Power State #0x26 | S0/G0: working | Asserted
  b2 | 02/07/2012 | 15:45:07 | System ACPI Power State #0x26 | S5/G2: soft-off | Deasserted
  b3 | 02/07/2012 | 15:45:43 | System Firmware Progress | Management controller initialization | Asserted
  b4 | 02/07/2012 | 15:45:43 | System Firmware Progress | Secondary CPU Initialization | Asserted
  b5 | 02/07/2012 | 15:45:53 | System Firmware Progress | Video initialization | Asserted
  b6 | 02/07/2012 | 15:46:00 | System Firmware Progress | Keyboard controller initialization | Asserted
  b7 | 02/07/2012 | 15:46:11 | System Firmware Progress | Option ROM initialization | Asserted
  b8 | 02/07/2012 | 15:46:15 | System Firmware Progress | Option ROM initialization | Asserted
  b9 | 02/07/2012 | 15:46:31 | System Firmware Progress | User-initiated system setup | Asserted
  ba | 02/07/2012 | 15:47:15 | System Firmware Progress | System boot initiated | Asserted
  bb | 03/15/2012 | 16:31:02 | System ACPI Power State #0x26 | S0/G0: working | Deasserted
  bc | 03/15/2012 | 16:31:02 | System ACPI Power State #0x26 | S5/G2: soft-off | Asserted
  bd | 03/21/2012 | 09:09:51 | System Boot Initiated | System Restart | Asserted
  be | 03/21/2012 | 09:09:52 | System Boot Initiated | Initiated by hard reset | Asserted
  bf | 03/21/2012 | 09:09:52 | System Firmware Progress | Memory initialization | Asserted
  c0 | 03/21/2012 | 09:09:52 | System Firmware Progress | Primary CPU initialization | Asserted
  c1 | 03/21/2012 | 09:09:54 | System Boot Initiated | Initiated by warm reset | Asserted
  c2 | 03/21/2012 | 09:09:55 | System Firmware Progress | Memory initialization | Asserted
  c3 | 03/21/2012 | 09:09:55 | System Firmware Progress | Primary CPU initialization | Asserted
  c4 | 03/21/2012 | 09:09:56 | System Boot Initiated | Initiated by warm reset | Asserted
  c5 | 03/21/2012 | 09:09:56 | System Firmware Progress | Memory initialization | Asserted
  c6 | 03/21/2012 | 09:09:56 | System Firmware Progress | Primary CPU initialization | Asserted
  c7 | 03/21/2012 | 09:10:00 | System ACPI Power State #0x26 | S0/G0: working | Asserted
  c8 | 03/21/2012 | 09:10:00 | System ACPI Power State #0x26 | S5/G2: soft-off | Deasserted
  c9 | 03/21/2012 | 09:10:34 | System Firmware Progress | Management controller initialization | Asserted
  ca | 03/21/2012 | 09:10:34 | System Firmware Progress | Secondary CPU Initialization | Asserted
  cb | 03/21/2012 | 09:10:44 | System Firmware Progress | Video initialization | Asserted
  cc | 03/21/2012 | 09:10:51 | System Firmware Progress | Keyboard controller initialization | Asserted
  cd | 03/21/2012 | 09:11:03 | System Firmware Progress | Option ROM initialization | Asserted
  ce | 03/21/2012 | 09:11:06 | System Firmware Progress | Option ROM initialization | Asserted
  cf | 03/21/2012 | 09:11:25 | System Firmware Progress | System boot initiated | Asserted
  d0 | 04/04/2012 | 19:01:02 | System Boot Initiated | Initiated by warm reset | Asserted
  d1 | 04/04/2012 | 19:01:02 | System Firmware Progress | Memory initialization | Asserted
  d2 | 04/04/2012 | 19:01:02 | System Firmware Progress | Primary CPU initialization | Asserted
  d3 | 04/04/2012 | 19:01:40 | System Firmware Progress | Management controller initialization | Asserted
  d4 | 04/04/2012 | 19:01:40 | System Firmware Progress | Secondary CPU Initialization | Asserted
  d5 | 04/04/2012 | 19:01:50 | System Firmware Progress | Video initialization | Asserted
  d6 | 04/04/2012 | 19:01:56 | System Firmware Progress | Keyboard controller initialization | Asserted
  d7 | 04/04/2012 | 19:02:08 | System Firmware Progress | Option ROM initialization | Asserted
  d8 | 04/04/2012 | 19:02:11 | System Firmware Progress | Option ROM initialization | Asserted
  d9 | 04/04/2012 | 19:02:30 | System Firmware Progress | System boot initiated | Asserted
  da | 04/04/2012 | 22:48:50 | System Boot Initiated | Initiated by warm reset | Asserted
  db | 04/04/2012 | 22:48:50 | System Firmware Progress | Memory initialization | Asserted
  dc | 04/04/2012 | 22:48:50 | System Firmware Progress | Primary CPU initialization | Asserted
  dd | 04/04/2012 | 22:49:29 | System Firmware Progress | Management controller initialization | Asserted
  de | 04/04/2012 | 22:49:29 | System Firmware Progress | Secondary CPU Initialization | Asserted
  df | 04/04/2012 | 22:49:38 | System Firmware Progress | Video initialization | Asserted
  e0 | 04/04/2012 | 22:49:45 | System Firmware Progress | Keyboard controller initialization | Asserted
  e1 | 04/04/2012 | 22:49:57 | System Firmware Progress | Option ROM initialization | Asserted
  e2 | 04/04/2012 | 22:50:00 | System Firmware Progress | Option ROM initialization | Asserted
  e3 | 04/04/2012 | 22:50:19 | System Firmware Progress | System boot initiated | Asserted
  e4 | 04/04/2012 | 23:19:41 | System Boot Initiated | Initiated by warm reset | Asserted
  e5 | 04/04/2012 | 23:19:41 | System Firmware Progress | Memory initialization | Asserted
  e6 | 04/04/2012 | 23:19:42 | System Firmware Progress | Primary CPU initialization | Asserted
  e7 | 04/04/2012 | 23:20:20 | System Firmware Progress | Management controller initialization | Asserted
  e8 | 04/04/2012 | 23:20:20 | System Firmware Progress | Secondary CPU Initialization | Asserted
  e9 | 04/04/2012 | 23:20:29 | System Firmware Progress | Video initialization | Asserted
  ea | 04/04/2012 | 23:20:36 | System Firmware Progress | Keyboard controller initialization | Asserted
  eb | 04/04/2012 | 23:20:48 | System Firmware Progress | Option ROM initialization | Asserted
  ec | 04/04/2012 | 23:20:51 | System Firmware Progress | Option ROM initialization | Asserted
  ed | 04/04/2012 | 23:21:10 | System Firmware Progress | System boot initiated | Asserted
  ee | 04/05/2012 | 10:05:24 | System Boot Initiated | Initiated by warm reset | Asserted
  ef | 04/05/2012 | 10:05:24 | System Firmware Progress | Memory initialization | Asserted
  f0 | 04/05/2012 | 10:05:24 | System Firmware Progress | Primary CPU initialization | Asserted
  f1 | 04/05/2012 | 10:06:02 | System Firmware Progress | Management controller initialization | Asserted
  f2 | 04/05/2012 | 10:06:02 | System Firmware Progress | Secondary CPU Initialization | Asserted
  f3 | 04/05/2012 | 10:06:12 | System Firmware Progress | Video initialization | Asserted
  f4 | 04/05/2012 | 10:06:19 | System Firmware Progress | Keyboard controller initialization | Asserted
  f5 | 04/05/2012 | 10:06:31 | System Firmware Progress | Option ROM initialization | Asserted
  f6 | 04/05/2012 | 10:06:34 | System Firmware Progress | Option ROM initialization | Asserted
  f7 | 04/05/2012 | 10:06:53 | System Firmware Progress | System boot initiated | Asserted
  f8 | 04/06/2012 | 03:29:42 | Power Supply #0x66 | State Deasserted
  f9 | 04/06/2012 | 03:29:43 | Power Supply #0x6a | State Asserted
  fa | 04/06/2012 | 07:44:33 | Power Supply #0x66 | State Asserted
  fb | 04/06/2012 | 11:17:45 | System Boot Initiated | Initiated by warm reset | Asserted
  fc | 04/06/2012 | 11:17:45 | System Firmware Progress | Memory initialization | Asserted
  fd | 04/06/2012 | 11:17:45 | System Firmware Progress | Primary CPU initialization | Asserted
  fe | 04/06/2012 | 11:18:24 | System Firmware Progress | Management controller initialization | Asserted
  ff | 04/06/2012 | 11:18:24 | System Firmware Progress | Secondary CPU Initialization | Asserted
 100 | 04/06/2012 | 11:18:33 | System Firmware Progress | Video initialization | Asserted
 101 | 04/06/2012 | 11:18:40 | System Firmware Progress | Keyboard controller initialization | Asserted
 102 | 04/06/2012 | 11:18:52 | System Firmware Progress | Option ROM initialization | Asserted
 103 | 04/06/2012 | 11:18:55 | System Firmware Progress | Option ROM initialization | Asserted
 104 | 04/06/2012 | 11:19:14 | System Firmware Progress | System boot initiated | Asserted
 105 | 04/06/2012 | 13:40:04 | System Boot Initiated | Initiated by warm reset | Asserted
 106 | 04/06/2012 | 13:40:04 | System Firmware Progress | Memory initialization | Asserted
 107 | 04/06/2012 | 13:40:04 | System Firmware Progress | Primary CPU initialization | Asserted
 108 | 04/06/2012 | 13:40:49 | System Firmware Progress | Management controller initialization | Asserted
 109 | 04/06/2012 | 13:40:50 | System Firmware Progress | Secondary CPU Initialization | Asserted
 10a | 04/06/2012 | 13:40:59 | System Firmware Progress | Video initialization | Asserted
 10b | 04/06/2012 | 13:41:06 | System Firmware Progress | Keyboard controller initialization | Asserted
 10c | 04/06/2012 | 13:41:18 | System Firmware Progress | Option ROM initialization | Asserted
 10d | 04/06/2012 | 13:41:21 | System Firmware Progress | Option ROM initialization | Asserted
 10e | 04/06/2012 | 13:41:40 | System Firmware Progress | System boot initiated | Asserted
 10f | 04/15/2012 | 07:27:50 | Power Supply #0x66 | State Deasserted
 110 | 04/16/2012 | 15:18:01 | System ACPI Power State #0x26 | S0/G0: working | Deasserted
 111 | 04/16/2012 | 15:18:02 | System ACPI Power State #0x26 | S5/G2: soft-off | Asserted
 112 | 04/16/2012 | 15:55:46 | Button | Power Button pressed | Asserted
 113 | 04/16/2012 | 15:57:45 | Button | Power Button pressed | Asserted
 114 | 04/16/2012 | 15:57:53 | Button | Power Button pressed | Asserted
 115 | 04/16/2012 | 15:59:30 | Button | Power Button pressed | Asserted
 116 | 04/16/2012 | 16:01:18 | Button | Power Button pressed | Asserted
 117 | 04/17/2012 | 08:32:51 | Button | Power Button pressed | Asserted
 118 | 04/17/2012 | 08:36:53 | Voltage #0x6d | Lower Critical going low 
 119 | 04/17/2012 | 08:36:58 | Voltage #0x6d | Lower Non-recoverable going low 
 11a | 04/17/2012 | 08:37:10 | Button | Power Button pressed | Asserted
 11b | 04/17/2012 | 08:37:11 | System Boot Initiated | Initiated by hard reset | Asserted
 11c | 04/17/2012 | 08:37:11 | System Firmware Progress | Memory initialization | Asserted
 11d | 04/17/2012 | 08:37:11 | System Firmware Progress | Primary CPU initialization | Asserted
 11e | 04/17/2012 | 08:37:13 | Power Supply #0x65 | State Deasserted
 11f | 04/17/2012 | 08:37:13 | Power Supply #0x6a | State Deasserted
 120 | 04/17/2012 | 08:37:14 | System Boot Initiated | Initiated by warm reset | Asserted
 121 | 04/17/2012 | 08:37:14 | System Firmware Progress | Memory initialization | Asserted
 122 | 04/17/2012 | 08:37:14 | System Firmware Progress | Primary CPU initialization | Asserted
 123 | 04/17/2012 | 08:37:15 | System Boot Initiated | Initiated by warm reset | Asserted
 124 | 04/17/2012 | 08:37:15 | System Firmware Progress | Memory initialization | Asserted
 125 | 04/17/2012 | 08:37:16 | System Firmware Progress | Primary CPU initialization | Asserted
 126 | 04/17/2012 | 08:37:21 | System ACPI Power State #0x26 | S0/G0: working | Asserted
 127 | 04/17/2012 | 08:37:21 | System ACPI Power State #0x26 | S5/G2: soft-off | Deasserted
 128 | 04/17/2012 | 08:37:38 | Voltage #0x6d | Lower Non-recoverable going high
 129 | 04/17/2012 | 08:37:39 | Power Supply #0x65 | State Asserted
 12a | 04/17/2012 | 08:37:39 | Power Supply #0x6a | State Asserted
 12b | 04/17/2012 | 08:37:43 | Voltage #0x6d | Lower Critical going high
 12c | 04/17/2012 | 08:37:53 | System Firmware Progress | Management controller initialization | Asserted
 12d | 04/17/2012 | 08:37:53 | System Firmware Progress | Secondary CPU Initialization | Asserted
 12e | 04/17/2012 | 08:38:03 | System Firmware Progress | Video initialization | Asserted
 12f | 04/17/2012 | 08:38:10 | System Firmware Progress | Keyboard controller initialization | Asserted
 130 | 04/17/2012 | 08:38:22 | System Firmware Progress | Option ROM initialization | Asserted
 131 | 04/17/2012 | 08:38:25 | System Firmware Progress | Option ROM initialization | Asserted
 132 | 04/17/2012 | 08:38:45 | System Firmware Progress | System boot initiated | Asserted
 133 | 04/17/2012 | 08:45:09 | Power Supply #0x65 | State Deasserted
 134 | 04/17/2012 | 10:02:25 | Power Supply #0x65 | State Asserted
 135 | 04/25/2012 | 14:38:24 | Power Supply #0x65 | State Deasserted
 136 | 04/25/2012 | 14:38:31 | Entity Presence #0x64 | Device Absent
 137 | 04/25/2012 | 14:39:27 | Entity Presence #0x64 | Device Present
 138 | 04/25/2012 | 14:39:30 | Power Supply #0x6a | State Deasserted
 139 | 04/25/2012 | 14:39:34 | Power Supply #0x66 | State Asserted
 13a | 04/25/2012 | 14:39:35 | Power Supply #0x65 | State Asserted
 13b | 05/02/2012 | 19:27:16 | System Boot Initiated | Initiated by warm reset | Asserted
 13c | 05/02/2012 | 19:27:16 | System Firmware Progress | Memory initialization | Asserted
 13d | 05/02/2012 | 19:27:16 | System Firmware Progress | Primary CPU initialization | Asserted
